Bacteroides caccae,Bacteroides stercoris,Bacteroides eggerthii,Bacteroides uniformis,Bacteroides thetaiotaomicron,Bacteroides xylanisolvens,Bacteroides nordii,Bacteroides ovatus,Bacteroides fragilis,Bacteroides sp. DH3716P,Bacteroides sp. M10,Bacteroides sp. D2,Bacteroides sp. CACC 737,Bacteroides sp. A1C1,Bacteroides sp. HF-162,Bacteroides sp. ZJ-18,Bacteroides sp. PHL 2737,Bacteroides sp. BFG-637,Bacteroides helcogenes,uncultured Bacteroides sp.,Bacteroides salyersiae,Bacteroides intestinalis,Bacteroides cellulosilyticus,Bacteroides faecis,Bacteroides heparinolyticus,Bacteroides faecium,Bacteroides zoogleoformans,Bacteroides luhongzhouii,Bacteroides caecimuris,Bacteroides zhangwenhongii,Bacteroides humanifaecis,Bacteroides graminisolvens,Bacteroides finegoldii,Bacteroides coprosuis,Phocaeicola vulgatus,Phocaeicola dorei,Phocaeicola coprophilus,Phocaeicola salanitronis,Phocaeicola sartorii,Parabacteroides distasonis,Parabacteroides johnsonii,Parabacteroides goldsteinii,Parabacteroides chongii,Parabacteroides merdae,Parabacteroides faecis,Parabacteroides sp. CT06,Tannerella forsythia,Tannerella serpentiformis,Segatella copri,Segatella hominis,Segatella oris,Segatella bryantii,Segatella baroniae,Prevotella sp. Rep29,Prevotella sp. E13-17,Prevotella sp. E9-3,Prevotella sp. E15-22,Prevotella sp. oral taxon 475,Prevotella sp. E2-28,Prevotella sp. oral taxon 299,Prevotella melaninogenica,Prevotella dentalis,Prevotella communis,Prevotella intermedia,Prevotella denticola,Prevotella jejuni,Prevotella fusca,Prevotella multiformis,Prevotella bivia,Prevotella nigrescens,Prevotella herbatica,Prevotella corporis,Prevotella histicola,Prevotella veroralis,Prevotella scopos,Paraprevotella clara,Paraprevotella xylaniphila,Hoylesella buccalis,Hoylesella enoeca,Xylanibacter ruminicola,Pseudoprevotella muciniphila,Alistipes shahii,Alistipes megaguti,Alistipes onderdonkii,Alistipes senegalensis,Alistipes finegoldii,Alistipes communis,Alistipes indistinctus,uncultured Alistipes sp.,Alistipes dispar,Alistipes ihumii,Alistipes sp. dk3624,uncultured Acetobacteroides sp.,Odoribacter splanchnicus,Butyricimonas paravirosa,Butyricimonas faecalis,Butyricimonas faecihominis,Butyricimonas virosa,Muribaculum gordoncarteri,Muribaculum intestinale,Duncaniella dubosii,Sodaliphilus pleomorphus
50474,58910,3252,398363,67270,84887,843,29711,30479,5055,637,1379,16390,16225,10785,158,2070,0,662,2741,3598,23644,16692,2330,706,1416,920,2736,2471,1240,10694,499,784,164,732710,186819,3084,2288,64,23301,19006,16028,1461,164823,708,250,207,165,7978,1341,1821,1075,868,2745,1303,1923,1591,1683,1536,1182,3088,2442,1717,2876,1912,1056,864,1698,785,1500,1413,2422,1017,606,565,1321,959,3475,1649,1858,1210,705,2827,46005,382,1888,9741,1313,387,814,223,211,86,35595,1705,1046,1366,8722,718,692,759,803
35727,34645,1959,236757,41332,692902,660,122725,21203,26414,4511,4197,10389,9302,7791,139,0,0,503,1310,2068,120546,74833,3152,429,6340,325,20949,7269,1703,7139,224,4051,66,418729,103021,949,779,42,11314,6333,6929,387,57356,279,234,83,45,594,149,104,109,207,108,107,87,68,90,90,46,188,93,83,248,137,66,42,43,48,87,61,166,57,26,39,254,246,103,119,92,377,100,1254,18057,272,650,9995,758,92,475,41,73,18,13916,344,237,417,127,97,69,98,65
31990,10199,2618,250517,22092,16179,508,21231,32305,2284,243,311,8799,8719,6014,134,0,916,623,890,1867,64767,35511,1409,333,514,291,537,707,611,12830,188,321,49,565167,51877,1136,391,114,81803,3008,5682,465,29356,231,720,57,48,574,101,99,72,98,104,57,65,52,58,69,42,225,83,82,164,92,78,60,54,33,79,67,224,45,40,37,158,320,73,68,79,138,8140,384,29660,1238,6434,4380,2275,353,489,150,2544,13,16328,765,382,895,5681,116,58,292,46
26134,29398,243949,525315,94763,37322,843,73416,50787,27258,1574,1707,10377,36570,18047,246,0,0,875,2811,8964,1258,15415,4914,891,1280,885,909,1597,7200,16926,414,40925,163,432953,25661,6419,2159,0,66212,843,921,936,38763,353,688,90,123,9298,1128,962,943,679,1511,748,1115,845,834,831,617,1662,1414,1076,2111,1027,554,545,951,401,789,744,768,480,396,234,18342,3572,1543,970,1180,431,6579,1702,2531,3584,38750,1987,1874,759,771,477,257,69,14732,2247,1167,12353,10826,803,319,346,482
30257,24731,3166,168220,25918,15456,976,21671,33475,2280,303,849,7604,7130,4377,158,0,950,760,2901,3176,30475,19689,2145,686,1464,801,940,1156,922,9237,554,678,141,428720,42522,2603,1588,47,101912,3830,3728,1204,48194,475,1029,212,146,7012,1229,1660,911,748,2211,1106,1670,1314,1363,1327,990,2568,1954,1414,2422,1607,849,765,1291,689,1434,1185,2210,912,618,514,945,1036,2904,1484,1509,857,14381,1063,34331,2058,12260,5104,2855,659,897,379,2686,70,29044,1048,885,979,7220,572,555,825,620
183057,429,1330,538878,171485,903946,757,197188,81920,27351,3307,3499,24030,1987,7417,319,0,0,438,565,3534,198,5895,7991,285,2612,2906,7255,4932,1473,4010,15,1367,40,27649,770536,30819,2948,0,24796,2280,340,231,906,89,425,44,87,310,44,99,43,0,22,12,0,38,0,31,25,90,22,58,69,36,50,100,20,0,75,24,14,10,15,0,2565,321,24,26,163,12,4121,1813,4358,2983,4796,7583,464,1808,2187,1147,589,67,36413,58,2649,148,2381,88,1087,47,46
163157,520,1625,1044305,150619,822384,751,197361,78901,24860,3108,3063,46064,2997,9400,317,0,0,710,548,3562,250,7972,7136,299,2262,2542,6434,4394,1430,7240,11,1248,45,27234,673057,27183,3720,0,31948,3636,384,280,1261,83,266,44,100,305,47,134,38,0,18,0,13,32,10,32,19,71,20,86,77,49,47,210,17,0,76,32,0,19,35,0,2260,414,20,26,380,15,3115,1389,3448,2298,3620,5965,361,1385,1636,870,403,74,33356,63,2301,185,4424,113,908,27,28
80864,247,738,520908,82242,264495,274,59512,35445,7751,900,897,22943,1248,4936,76,0,0,340,225,1555,81,3518,2634,136,809,1254,2046,1593,555,3233,0,409,22,14176,349958,11733,1667,0,15387,2748,153,111,613,23,176,23,51,169,31,60,0,0,10,0,0,14,0,13,10,49,11,41,42,30,19,103,0,0,39,17,0,15,0,0,1217,199,17,0,37,0,1950,906,2091,1500,2257,3874,216,871,1077,539,222,42,13550,25,1187,75,2168,35,234,14,25
50190,177533,12488,485201,109874,109084,43826,64623,56040,4561,1906,1181,15938,9692,6600,211,0,0,2129,8815,4295,10943,158885,7459,1013,1806,1006,1652,4138,1325,19992,1155,3575,564,650863,30286,54405,9758,0,31583,832,4221,527,56748,573,2328,257,111,2931,450,252,172,209,216,182,224,133,74,202,154,906,142,304,477,206,208,172,127,149,208,223,135,132,191,109,4419,1909,728,149,335,220,14109,2536,25755,6881,8037,3474,675,3021,4235,3840,459,102,36053,3816,1907,9250,1145,168,310,370,110
15536,167324,10416,190164,110957,64555,12717,73040,27050,3625,1136,660,6160,4883,2795,93,0,0,1022,3163,2512,6147,267237,3954,396,816,434,973,2352,771,7289,365,1891,202,312719,120495,26126,3483,0,31134,455,2792,353,37884,236,1432,116,67,1286,160,113,49,100,98,60,59,32,43,52,57,358,66,122,176,65,90,68,54,47,107,92,55,31,70,47,3809,906,315,54,137,100,25080,891,6952,5768,4500,2346,367,1208,1470,1704,329,44,21625,1140,961,2752,381,82,186,232,77
51443,148889,9342,433588,66406,89114,14121,85510,46248,4705,1879,977,10158,9804,10122,323,0,0,1978,7153,4595,28041,131141,6292,887,1715,862,1527,3830,1270,16441,870,3175,451,403085,77036,44359,7577,0,39358,750,7310,617,60477,579,2474,263,107,2302,356,215,130,154,195,129,198,129,85,173,116,806,151,249,402,183,180,169,142,113,245,199,149,111,162,98,6870,1557,532,152,256,216,64169,2270,27198,19841,13999,4611,989,2609,3220,4593,569,123,33857,2804,1309,6607,840,221,382,476,144
61377,404056,23041,447329,173069,153217,24310,90045,55729,6223,3065,1894,14888,15727,9938,588,0,0,2961,11158,6769,11822,81009,10010,1470,2399,1321,2308,8497,2197,22909,1437,6127,655,623730,121065,72816,12336,0,39753,1888,10756,913,137639,856,5134,373,216,3886,491,368,299,272,305,209,337,218,153,314,219,1423,257,396,685,323,326,205,233,180,323,334,248,182,260,197,12863,2717,880,382,436,280,84902,3786,29698,15906,17314,7636,1325,4230,5601,6910,1040,186,68289,7431,2771,17994,2166,323,551,789,212
14314,64786,4500,214343,99666,31779,25934,48417,28292,2469,1183,637,5402,5671,5204,135,0,0,1178,4979,2694,4898,67872,4140,604,1008,555,804,2875,727,10708,626,1950,316,313637,51114,31288,5756,0,21968,517,5441,402,36480,405,2265,193,96,1560,278,154,69,148,143,101,134,103,80,134,77,654,118,201,299,121,132,115,103,76,180,150,132,55,135,79,3437,1137,407,93,184,159,33528,2729,18565,7332,7821,3521,822,3018,4219,4377,444,78,14331,2123,866,5061,638,150,259,334,112
15899,123924,7048,229527,68465,56693,14839,61687,19170,3478,1034,648,4502,6159,5761,159,0,0,962,2746,2197,4238,128938,3097,363,619,327,802,1789,574,7651,331,1127,160,192477,26252,21007,3109,0,19456,473,1400,221,37507,189,1268,113,70,994,134,98,53,82,91,67,70,63,36,83,54,358,97,116,179,59,87,56,88,73,102,73,62,33,83,55,4880,716,245,76,125,72,20659,1742,15729,7438,7212,2449,367,1946,2705,3923,326,63,22751,1717,790,4067,520,117,185,222,71
26866,367369,23570,326155,120849,87788,31739,67657,37158,4103,1319,826,7080,12580,8626,165,0,0,1960,4701,3414,5799,172347,6239,641,1069,621,1217,2766,975,11481,558,2471,246,556138,33485,36718,4932,0,40032,609,1918,363,51868,412,2478,181,109,1644,222,167,99,104,148,91,148,94,65,124,73,622,113,162,286,138,119,102,127,80,183,121,86,63,137,74,10190,1772,342,114,181,116,14945,2685,16439,5025,6715,3971,628,3102,4442,2871,532,70,21273,2445,1090,5417,688,137,293,372,116
100240,84427,68495,273277,152503,104701,13218,59881,20818,109767,2007,1928,3568,3292,2039,538,24427,2316,5873,5791,6186,4780,5503,4346,3463,3005,2539,2208,2043,1663,6649,921,834,380,412999,111076,2923,2149,116,46947,9909,3452,2617,2422,836,826,341,221,37220,6430,1709,1527,771,2599,1900,1649,1705,1485,1175,626,3429,3094,2262,2961,2200,1600,1489,1682,1113,1285,818,989,634,605,677,9322,790,2804,1048,2316,688,5877,3579,1756,1263,1933,1722,2099,810,786,406,233,138,17687,1531,2116,181,119,5397,342,285,780
28445,635713,42782,315566,84271,130774,34512,68052,33541,4530,1033,815,6369,14528,9198,136,0,0,2270,2391,3423,6407,172877,6385,441,899,541,1400,2509,1010,8867,341,2354,110,341547,27424,34552,2666,0,51428,536,1942,240,56974,268,1811,87,65,1335,113,83,35,69,76,40,69,51,37,73,42,443,72,103,272,71,91,64,94,42,98,71,42,41,61,50,15062,1476,286,76,79,69,13071,1622,14966,3519,4766,2916,406,2027,2649,2376,434,55,23539,2642,1094,5047,691,136,303,329,76
10660,823590,49392,506420,63469,134386,12976,52561,25328,4381,564,683,9891,22504,15032,154,0,0,2406,542,2340,6744,94922,5710,379,620,425,1127,1686,878,10482,130,1743,40,45986,10856,28858,970,0,118421,690,1857,150,88212,106,736,23,44,890,31,0,0,0,35,21,13,35,22,14,0,366,84,27,157,46,52,22,71,13,101,0,0,0,0,0,20913,1158,244,33,12,20,4687,805,5004,1455,2205,1635,253,948,1193,2162,325,17,9375,1764,849,2660,368,46,206,154,47
45097,1246083,79262,825159,379717,47681,37672,91159,56624,2745,689,479,13290,34954,22734,176,0,0,3869,937,3913,19351,200570,9214,558,635,695,703,2282,1316,16548,245,2303,32,46263,17793,50632,1515,0,124884,522,10013,261,45488,243,876,39,84,1583,30,21,0,48,66,38,23,36,24,24,0,456,138,70,277,128,37,76,151,0,131,14,29,0,75,0,34107,1822,367,51,23,23,8729,1423,7283,3225,5883,2454,828,1548,2047,16557,640,27,12544,4782,1728,8760,1084,71,281,229,74
18126,238014,13808,355312,62577,47689,26802,62756,22515,2773,1679,828,7615,8889,8002,310,0,0,2260,9022,4846,5547,144243,6910,953,1574,943,1192,5003,1170,17612,1080,2553,517,255491,48483,50200,9668,0,19271,571,2794,514,30653,584,1322,299,58,2652,409,202,143,200,170,150,235,138,44,204,156,958,125,304,377,172,209,189,116,154,240,248,168,113,200,110,7872,1754,672,114,296,224,12438,1511,11880,8139,5167,1686,456,1739,2404,1416,239,106,10231,1881,1582,4440,657,126,223,231,76
24876,97755,6260,440556,102365,80156,63107,103362,30527,5441,1949,1058,14645,8441,6754,251,0,0,1594,6799,3770,6131,81716,5678,816,1474,824,1457,4283,1295,18173,786,3668,415,477519,101925,44288,7686,0,28520,878,5107,549,67132,502,2594,223,107,2109,340,227,116,166,188,153,171,131,73,173,118,787,148,263,421,128,176,135,114,114,226,230,157,93,175,102,3942,1629,569,167,256,194,17487,2264,23405,10819,9445,4448,830,2637,3555,4772,552,94,27767,3526,1329,8291,1042,174,316,457,106
15384,92835,6088,172921,41258,42633,9629,41316,25862,2096,1869,1408,5577,4201,2750,234,0,0,1498,7552,3633,3445,112526,5356,790,1366,707,1142,3248,1007,12269,891,2368,423,335960,99511,38352,7973,0,14888,561,2116,475,29372,487,1871,247,86,2101,355,232,151,201,180,124,176,128,75,187,142,793,139,284,404,123,171,165,77,105,186,220,143,96,166,112,2655,1462,460,168,264,199,15805,1276,9101,16076,9072,2965,481,1445,1819,2392,344,94,22590,1938,1076,4451,640,167,266,394,112
16979,53510,3923,257132,40206,81419,12402,36369,22941,2916,1117,776,7875,4792,3506,166,0,0,1168,5573,2540,5725,103262,3977,612,1211,558,1180,2780,807,11808,638,1959,326,305274,103483,29674,5671,0,12748,466,1836,435,24929,375,1162,165,56,1586,270,150,122,166,129,126,143,86,35,128,103,602,73,210,298,109,147,112,81,98,140,152,91,80,149,63,2174,1127,336,88,218,118,10536,621,7908,8056,3953,1382,281,685,914,811,169,56,16372,1640,803,4227,554,123,161,233,56
13241,57696,3949,369224,43417,61600,15886,38276,22814,2607,1201,792,11823,5590,4623,189,0,0,1095,4703,2437,6949,83945,3723,584,1050,572,1001,2521,750,13764,626,1595,319,254898,85640,30278,5165,0,17004,503,4238,373,29200,327,1328,147,83,1395,235,138,105,115,112,104,110,96,40,136,92,578,104,199,317,115,134,110,68,72,161,136,115,61,102,71,2169,992,361,126,197,141,16331,1027,9334,10863,5221,2409,435,1211,1482,3271,293,81,23785,2369,882,5778,742,160,252,303,76
93602,482231,22381,201432,13530,60207,3131,85094,40500,5697,2397,2070,4979,11502,6455,228,3500,464,1668,2138,28419,2269,2324,29543,531,2356,542,1500,1657,4821,10692,261,31455,94,316013,25967,1637,974,0,28564,1375,1526,434,64069,272,653,113,116,4159,649,143,185,155,270,218,197,222,170,188,72,440,288,240,689,236,383,163,206,2021,174,100,96,83,83,133,188,1344,329,129,266,129,2416,1306,77735,6050,20546,7616,559,1413,1494,456,493,35,23459,171,441,21658,109,103,152,354,129
87336,846607,38530,424981,30478,109119,4266,187985,50357,10435,5266,4957,10587,23764,12334,349,5471,0,3168,4161,30103,3548,4161,79114,1045,3175,1008,3243,3291,5681,21264,542,33104,206,507135,43368,3427,1876,0,95881,2164,1356,789,106453,430,2166,228,152,15831,2511,575,463,476,925,802,674,769,533,514,226,1402,1125,869,1865,716,757,645,595,4029,501,327,349,220,268,309,409,2289,1164,474,918,308,1992,1127,50945,6180,20327,4364,869,1182,1185,404,464,74,38381,297,735,24375,200,212,257,333,313
100910,59487,47467,407581,79812,111178,14556,65082,16971,127026,2085,2084,3138,2936,2101,271,19126,1072,4466,4614,5004,3149,4444,3420,3517,2382,1986,2176,1730,1467,6586,625,720,389,302523,136153,2249,1876,107,46622,4806,1660,1839,1873,647,554,388,389,78768,13565,3425,2817,1651,5456,4088,3204,3522,3007,2341,1341,6766,6471,4463,5483,4653,3296,3036,3592,2416,2708,1567,2069,1411,1368,1222,8213,1195,5727,1926,4782,1231,6785,3992,1355,1073,1770,1329,4573,904,750,324,291,201,10519,1716,4129,88,139,1544,598,454,1509
204836,274678,13075,223479,18953,55046,3325,67520,47603,6729,2256,1549,6216,10929,6724,273,5145,621,1643,3190,21758,1748,2332,39787,1039,3684,765,1489,2419,6386,10572,434,40378,165,674321,45851,2992,1365,0,62562,2489,782,670,79001,327,9967,259,174,28120,4658,949,610,814,1497,1394,1064,1338,952,892,355,2234,1929,1487,3255,1386,1187,1100,1043,2350,803,510,469,423,394,430,508,1756,1915,881,1584,433,549,357,15466,2716,4795,244,845,189,208,125,90,60,19937,176,506,18031,137,296,249,246,509
119121,691614,30610,562662,29502,133077,7063,175412,90561,15033,6617,5213,13828,23392,15774,529,6920,607,2776,4768,38348,5897,4736,45185,1329,5492,1205,3652,4188,23469,28224,640,167735,283,968424,73784,4247,1931,0,67972,3657,1995,901,152267,602,44943,278,167,20692,3775,735,611,581,1162,1001,902,882,693,686,254,1847,1392,1022,2469,1069,1724,736,758,4411,586,365,396,308,344,401,1793,3243,1520,703,1106,409,805,399,30654,4569,6745,366,712,180,326,186,172,52,26742,315,662,22414,197,302,294,287,414
21357,486698,19352,120881,18146,34176,1599,68658,66139,5652,2762,1676,6316,13433,3566,255,0,295,1390,2006,7075,1315,1682,8523,622,2175,465,1331,1745,11000,6537,247,79508,120,1042586,69351,1826,964,0,30175,838,876,412,59143,271,24064,135,78,13944,2538,521,311,427,733,685,543,629,503,458,165,1108,923,769,1730,709,954,487,471,1056,362,253,264,204,249,181,578,2335,1001,451,779,244,187,178,4729,493,798,130,468,99,132,54,101,33,1102,125,437,2238,45,182,184,147,273
41546,382495,16401,317911,14171,25962,1841,90466,25984,5352,2268,1916,4286,10739,7555,153,2965,0,1420,2182,18176,5316,2041,21316,557,1928,519,1019,1422,5396,9397,307,36063,128,280466,29528,2026,880,0,24624,1212,915,359,68222,265,2302,124,53,7372,1220,260,275,258,419,391,349,374,237,254,107,700,532,416,986,357,507,294,287,1443,253,154,139,115,151,158,302,1054,578,235,431,170,615,220,41863,2528,15263,228,286,77,132,73,110,42,11392,134,366,19549,92,107,113,104,178
26017,1174875,59447,504517,28845,89623,4001,699233,48441,33606,12852,13132,8422,26668,10735,243,0,385,3030,2035,35193,3307,3473,51370,658,2774,688,4822,4744,3603,14576,227,18833,109,822525,69305,2189,973,0,49590,289,441,486,53238,333,2991,89,56,12311,2148,453,196,405,683,594,455,596,364,342,158,1040,866,654,1559,626,517,489,466,2665,318,209,204,149,224,203,1039,2602,833,409,661,194,422,213,17844,1989,9130,337,513,150,167,73,223,29,6652,269,590,25784,97,201,215,101,243
4318,206958,14306,75655,15434,95684,33905,818414,30302,40172,14901,16017,2374,6163,2315,273,1929,0,808,1731,56539,1232,1729,80916,466,1988,357,5560,3741,1776,3836,158,8010,100,261113,37455,1315,703,0,107958,488,464,386,147656,224,8262,69,48,8010,1288,251,221,293,426,384,287,339,279,256,92,667,529,393,919,392,259,303,336,879,276,127,173,104,131,124,685,702,832,226,375,145,552,151,14862,5369,1670,265,264,77,103,33,43,19,598,133,198,19072,64,87,85,68,142
6625,358597,1861,107651,20198,66970,6135,568273,80996,26885,11263,10702,10098,13466,3355,340,0,241,664,1938,5423,2809,2525,34546,384,2268,404,4099,2600,3004,7831,237,21238,103,1678539,90840,1114,832,0,126510,766,465,412,57017,231,1952,49,14,984,100,28,75,0,42,31,51,35,35,31,26,539,29,62,341,92,126,35,19,1073,355,36,256,24,15,40,147,2816,377,28,57,19,268,24,7407,288,557,179,177,28,40,13,27,0,299,55,305,482,56,18,45,21,13
24962,438608,20114,238554,23221,30910,2514,73160,62752,6735,3331,1647,7381,14123,6047,293,4490,0,2059,4603,13921,1853,2728,12146,1603,2926,1102,1366,3393,8753,11429,517,59033,243,961277,50761,4785,2094,0,33886,2596,1087,830,140909,420,13551,371,306,52972,8928,1909,1163,1290,2777,2567,1965,2373,1600,1684,703,4238,3810,2805,6034,2649,2073,1940,2176,2760,1373,858,1022,735,896,760,4581,2347,3827,1698,2860,857,387,463,3696,619,993,297,1489,316,300,134,154,98,6623,217,546,4358,106,519,461,367,949
99080,166648,9170,162918,13060,29257,2438,46035,26145,3376,1826,1306,4751,7708,5441,275,2784,344,1422,3638,11376,1938,2002,21405,801,2793,748,1070,1463,6250,8815,445,42773,202,428838,38218,2848,1329,0,28845,3667,1116,604,114249,410,15720,159,57,4621,837,190,243,141,288,279,268,246,194,171,94,583,358,354,664,228,455,206,179,1185,196,114,84,78,107,133,1644,1127,434,198,310,172,296,101,17221,1427,2648,147,158,58,95,80,53,18,17965,136,310,18844,85,70,103,121,129
46540,349601,24514,391905,17806,75070,2146,155668,33983,8741,4614,4154,9151,13760,11040,289,2350,0,1568,2012,36042,18570,3967,30401,672,2506,572,2629,2364,8234,20027,237,60196,102,336673,26240,1838,863,0,35384,1438,877,375,54405,198,8162,107,89,11915,1973,430,237,471,647,583,484,545,418,437,188,1052,790,628,1344,579,780,442,531,3642,327,229,195,172,213,199,3274,1248,802,374,636,237,368,178,13143,2065,6140,211,430,105,159,112,104,32,20895,215,335,18783,126,138,154,145,199
286729,186622,157144,655044,250177,252125,22914,217593,47703,470875,6506,5897,8347,6923,4481,1431,51060,2888,13884,13805,14043,10187,12736,10005,8501,7265,5535,6563,5126,4072,16482,1846,2486,901,769381,341172,6633,5055,317,165598,9325,3107,4643,4322,1758,1192,807,523,102067,17828,4562,3950,1802,7097,5325,4475,4612,3980,3045,1831,9057,8073,6155,7661,6014,4435,4122,4486,3079,3461,2145,2641,1917,1934,1764,20245,2030,7772,2681,6185,1779,7746,6704,2528,1816,2847,2289,6200,1396,1290,587,502,297,15429,3178,5629,228,269,1748,907,665,1930
43921,557742,28126,323610,29522,105044,3009,170528,50188,10475,4058,3033,10013,18057,9941,236,3011,0,2162,3458,34162,3397,3273,53975,1090,3413,793,2972,3502,11407,16917,438,81622,179,878003,53130,3319,1675,0,43267,1691,827,661,78905,339,9517,252,168,27102,4393,972,537,893,1460,1382,1076,1250,913,845,340,2183,1782,1390,3053,1259,1440,994,1021,3097,746,487,469,371,432,396,7234,2319,1946,807,1418,444,349,325,10867,1382,4954,263,912,212,227,149,148,57,31274,260,544,21926,144,318,271,219,541
31002,255086,11804,160567,16338,27839,2508,47065,40503,3983,1891,948,6334,13053,4840,396,1861,0,1829,4679,10041,2280,2341,17444,1138,2441,979,1095,2110,5542,8846,635,35787,269,809035,45013,3758,1832,0,27670,1938,1049,758,78650,474,10099,219,140,17154,2962,640,513,487,1051,919,798,807,634,617,241,1517,1244,993,2099,986,832,717,764,1818,481,331,342,282,323,350,17909,1672,1286,536,1023,333,202,210,9107,495,1819,156,505,141,142,77,97,48,5114,123,402,6726,78,247,225,171,344
27930,1816,1181,275852,22938,7978,445,44662,53715,2601,999,778,8829,9226,6949,98,5815,0,698,938,1780,30973,5070,2101,433,555,492,649,480,919,17312,165,3663,71,347935,11886,832,652,0,37546,3524,791,211,54704,190,3433,142,130,3221,409,127,175,0,269,125,126,112,147,126,23,326,361,149,1050,260,128,82,222,181,203,71,142,51,38,91,22667,2794,194,126,176,140,20646,1694,112454,9103,6704,40074,1089,1123,1334,4925,3437,72,30835,8547,800,8991,663,649,451,636,618
27214,1257,1148,303162,22862,14322,410,101302,46321,5002,1730,1348,9402,10226,8791,130,6993,0,670,683,1501,65181,10032,1980,432,569,463,1046,652,699,20805,118,2310,37,263200,9580,778,601,0,47457,3558,767,164,40512,137,3121,97,109,1903,226,98,73,0,141,89,73,86,71,58,19,183,166,93,643,137,88,54,147,96,127,35,85,42,35,63,19179,2243,119,86,106,43,14576,927,57498,7372,6236,25740,1073,600,664,6071,3309,37,17967,2796,389,4653,256,466,272,394,448
29387,1847,1713,531787,47872,15983,510,110273,46368,5687,1762,1438,15457,17620,14266,210,8837,0,973,810,1970,109914,18098,2800,598,722,727,1061,715,768,36113,174,2292,53,403305,13826,928,712,0,124368,3860,1221,204,129382,188,6464,105,105,1466,183,66,86,0,99,65,71,57,96,51,20,237,88,88,546,95,84,41,88,62,80,46,57,34,25,39,12001,1865,86,71,103,56,30255,1064,78634,10417,16005,22051,1273,766,923,6208,5140,42,19488,5846,538,6310,424,365,223,373,378
64811,2427,1442,352068,44026,18011,605,111450,53065,7012,1718,1289,11615,13562,10382,214,12399,0,793,791,2759,123516,20946,2985,509,1021,553,1183,870,2310,24048,147,11480,52,970860,32959,1065,862,0,144752,3378,1232,210,130001,207,6051,70,93,1529,208,71,165,0,128,65,71,52,74,57,27,239,177,117,343,184,106,49,118,91,117,34,109,19,41,56,14273,2663,92,83,94,76,31704,1679,140021,13907,14057,31797,1566,1371,1542,11331,11669,67,47306,7682,860,10428,589,173,164,294,263
156731,1826,2129,665946,42189,12631,502,78983,69044,3875,1261,1043,18852,20104,15937,210,6061,0,1182,691,2087,60367,8229,2887,630,1236,800,789,904,775,41333,106,1655,50,245078,8986,595,628,0,59020,2652,1157,166,46846,86,2694,66,85,2290,260,85,100,0,150,89,71,85,101,91,23,223,257,122,575,219,73,70,186,141,144,40,103,34,25,37,23821,3131,104,78,126,59,9239,1166,77802,7213,7497,49979,908,619,816,11298,4292,38,15410,2676,501,4094,238,337,201,324,434
48574,1448,1767,411961,34462,14252,424,90216,38480,4859,1079,666,11231,14102,11854,245,6736,0,813,775,1666,61455,6381,1668,506,718,505,860,749,1135,27001,133,4178,65,313992,10945,528,625,0,42739,4609,811,202,61327,100,2379,120,97,3004,407,106,104,0,202,122,133,91,140,98,22,260,293,123,847,240,87,78,195,155,156,38,177,42,43,69,20777,2718,154,99,150,85,19749,1029,56233,8093,4421,22724,560,482,664,4518,3383,31,10481,3590,393,3153,276,560,386,450,605
61771,2166,1721,488848,38949,5508,499,21492,41416,1610,398,178,12491,15126,12087,182,2227,0,1066,805,2194,22764,3327,2029,549,660,742,371,531,892,29211,157,3383,62,588604,19243,785,740,0,46183,3013,1119,152,59637,135,2465,113,104,1396,184,98,108,0,121,87,79,61,101,86,22,225,182,90,422,120,76,48,122,140,125,30,72,15,41,30,10507,1717,92,81,98,72,21697,1829,128837,6022,8959,57223,1628,848,1029,7464,6306,38,9769,10217,853,9499,685,308,218,343,312
112111,1726,1461,350917,30948,8970,500,45322,47811,3069,700,441,10500,11801,9531,166,5073,0,772,779,1898,22452,3380,2114,508,884,576,634,644,727,21642,141,2891,65,524929,17706,813,762,0,46038,2376,836,176,62344,140,2316,110,110,2103,268,110,91,0,151,97,87,75,118,81,25,240,183,94,714,172,93,76,146,116,156,38,83,43,34,52,6780,1394,118,90,126,92,19948,1755,116123,10587,6711,59308,2305,688,882,10966,3422,56,10026,11739,913,10832,777,509,361,376,502
69685,15211,12627,124139,54463,71066,5721,56355,11162,117298,1432,1378,2181,1140,1029,499,8399,662,1864,3913,3080,1680,2341,2669,1622,1783,1096,1507,1492,1146,5049,571,678,333,155679,118852,2746,1686,82,40448,3070,1110,5783,1632,806,656,256,210,35484,6127,1516,1355,797,2401,1768,1488,1600,1383,1047,520,3143,2871,1978,2626,2097,1363,1336,1591,987,1153,751,953,498,637,594,8228,754,2731,894,2127,587,4283,2273,1385,970,1641,1343,2220,740,649,288,215,91,6574,951,2090,93,104,2835,310,228,632
4201,1415,805,85778,12537,41408,429,337880,23539,16057,5427,5427,3289,4521,3964,86,22290,0,561,1434,1123,2977,1755,1541,506,861,558,2720,1328,810,6584,197,2288,55,371167,12442,665,1137,0,7442,10002,503,434,77770,189,568,300,396,15657,1973,654,593,223,1119,608,466,524,569,453,97,946,1851,628,4206,1395,391,347,1333,818,943,185,705,241,161,242,48732,6004,741,398,773,308,414,1914,7517,828,491,17883,301,371,270,1667,195,118,1982,426,222,3731,133,2440,1637,1586,2556
